dataset	participant_id	classification	count
dset-camcan	sub-CC510304	ignored	6
dset-camcan	sub-CC510321	accepted	2
dset-camcan	sub-CC510321	rejected	6
dset-camcan	sub-CC510321	ignored	3
dset-camcan	sub-CC510323	accepted	10
dset-camcan	sub-CC510323	rejected	13
dset-camcan	sub-CC510323	ignored	2
dset-camcan	sub-CC510329	accepted	2
dset-camcan	sub-CC510329	rejected	7
dset-camcan	sub-CC510329	ignored	5
dset-camcan	sub-CC510342	accepted	0
dset-camcan	sub-CC510342	rejected	3
dset-camcan	sub-CC510342	ignored	6
dset-camcan	sub-CC510355	accepted	0
dset-camcan	sub-CC510355	rejected	6
dset-camcan	sub-CC510355	ignored	10
dset-camcan	sub-CC510392	accepted	9
dset-camcan	sub-CC510392	rejected	3
dset-camcan	sub-CC510392	ignored	0
dset-camcan	sub-CC510393	accepted	10
dset-camcan	sub-CC510393	rejected	15
dset-camcan	sub-CC510393	ignored	0
dset-camcan	sub-CC510395	accepted	0
dset-camcan	sub-CC510395	rejected	5
dset-camcan	sub-CC510395	ignored	5
dset-camcan	sub-CC510415	accepted	6
dset-camcan	sub-CC510415	rejected	9
dset-camcan	sub-CC510415	ignored	0
dset-camcan	sub-CC510433	accepted	12
dset-camcan	sub-CC510433	rejected	11
dset-camcan	sub-CC510433	ignored	0
dset-camcan	sub-CC510434	accepted	0
dset-camcan	sub-CC510434	rejected	7
dset-camcan	sub-CC510434	ignored	8
dset-camcan	sub-CC510438	accepted	8
dset-camcan	sub-CC510438	rejected	10
dset-camcan	sub-CC510438	ignored	0
dset-camcan	sub-CC510473	accepted	0
dset-camcan	sub-CC510473	rejected	8
dset-camcan	sub-CC510473	ignored	11
dset-camcan	sub-CC510474	accepted	3
dset-camcan	sub-CC510474	rejected	7
dset-camcan	sub-CC510474	ignored	0
dset-camcan	sub-CC510480	accepted	20
dset-camcan	sub-CC510480	rejected	20
dset-camcan	sub-CC510480	ignored	0
dset-camcan	sub-CC510483	accepted	14
dset-camcan	sub-CC510483	rejected	22
dset-camcan	sub-CC510483	ignored	0
dset-camcan	sub-CC510486	accepted	2
dset-camcan	sub-CC510486	rejected	7
dset-camcan	sub-CC510486	ignored	3
dset-camcan	sub-CC510534	accepted	6
dset-camcan	sub-CC510534	rejected	20
dset-camcan	sub-CC510534	ignored	2
dset-camcan	sub-CC510548	accepted	3
dset-camcan	sub-CC510548	rejected	6
dset-camcan	sub-CC510548	ignored	7
dset-camcan	sub-CC510551	accepted	0
dset-camcan	sub-CC510551	rejected	3
dset-camcan	sub-CC510551	ignored	8
dset-camcan	sub-CC510568	accepted	3
dset-camcan	sub-CC510568	rejected	9
dset-camcan	sub-CC510568	ignored	1
dset-camcan	sub-CC510609	accepted	1
dset-camcan	sub-CC510609	rejected	7
dset-camcan	sub-CC510609	ignored	2
dset-camcan	sub-CC510629	accepted	9
dset-camcan	sub-CC510629	rejected	6
dset-camcan	sub-CC510629	ignored	0
dset-camcan	sub-CC510639	accepted	6
dset-camcan	sub-CC510639	rejected	14
dset-camcan	sub-CC510639	ignored	0
dset-camcan	sub-CC510648	accepted	9
dset-camcan	sub-CC510648	rejected	9
dset-camcan	sub-CC510648	ignored	2
dset-camcan	sub-CC512003	accepted	4
dset-camcan	sub-CC512003	rejected	10
dset-camcan	sub-CC512003	ignored	0
dset-camcan	sub-CC520002	accepted	2
dset-camcan	sub-CC520002	rejected	9
dset-camcan	sub-CC520002	ignored	3
dset-camcan	sub-CC520011	accepted	4
dset-camcan	sub-CC520011	rejected	5
dset-camcan	sub-CC520011	ignored	4
dset-camcan	sub-CC520013	accepted	5
dset-camcan	sub-CC520013	rejected	6
dset-camcan	sub-CC520013	ignored	1
dset-camcan	sub-CC520042	accepted	12
dset-camcan	sub-CC520042	rejected	15
dset-camcan	sub-CC520042	ignored	2
dset-camcan	sub-CC520053	accepted	1
dset-camcan	sub-CC520053	rejected	9
dset-camcan	sub-CC520053	ignored	1
dset-camcan	sub-CC520055	accepted	3
dset-camcan	sub-CC520055	rejected	7
dset-camcan	sub-CC520055	ignored	0
dset-camcan	sub-CC520065	accepted	3
dset-camcan	sub-CC520065	rejected	6
dset-camcan	sub-CC520065	ignored	2
dset-camcan	sub-CC520078	accepted	1
dset-camcan	sub-CC520078	rejected	7
dset-camcan	sub-CC520078	ignored	4
dset-camcan	sub-CC520083	accepted	1
dset-camcan	sub-CC520083	rejected	7
dset-camcan	sub-CC520083	ignored	2
dset-camcan	sub-CC520097	accepted	10
dset-camcan	sub-CC520097	rejected	3
dset-camcan	sub-CC520097	ignored	0
dset-camcan	sub-CC520122	accepted	5
dset-camcan	sub-CC520122	rejected	3
dset-camcan	sub-CC520122	ignored	1
dset-camcan	sub-CC520127	accepted	7
dset-camcan	sub-CC520127	rejected	16
dset-camcan	sub-CC520127	ignored	2
dset-camcan	sub-CC520134	accepted	5
dset-camcan	sub-CC520134	rejected	5
dset-camcan	sub-CC520134	ignored	1
dset-camcan	sub-CC520136	accepted	8
dset-camcan	sub-CC520136	rejected	7
dset-camcan	sub-CC520136	ignored	3
dset-camcan	sub-CC520147	accepted	4
dset-camcan	sub-CC520147	rejected	6
dset-camcan	sub-CC520147	ignored	0
dset-camcan	sub-CC520168	accepted	0
dset-camcan	sub-CC520168	rejected	4
dset-camcan	sub-CC520168	ignored	8
dset-camcan	sub-CC520175	accepted	4
dset-camcan	sub-CC520175	rejected	6
dset-camcan	sub-CC520175	ignored	0
dset-camcan	sub-CC520197	accepted	3
dset-camcan	sub-CC520197	rejected	8
dset-camcan	sub-CC520197	ignored	2
dset-camcan	sub-CC520200	accepted	0
dset-camcan	sub-CC520200	rejected	6
dset-camcan	sub-CC520200	ignored	3
dset-camcan	sub-CC520209	accepted	3
dset-camcan	sub-CC520209	rejected	7
dset-camcan	sub-CC520209	ignored	0
dset-camcan	sub-CC520211	accepted	15
dset-camcan	sub-CC520211	rejected	12
dset-camcan	sub-CC520211	ignored	1
dset-camcan	sub-CC520215	accepted	5
dset-camcan	sub-CC520215	rejected	9
dset-camcan	sub-CC520215	ignored	0
dset-camcan	sub-CC520239	accepted	1
dset-camcan	sub-CC520239	rejected	6
dset-camcan	sub-CC520239	ignored	3
dset-camcan	sub-CC520247	accepted	3
dset-camcan	sub-CC520247	rejected	5
dset-camcan	sub-CC520247	ignored	3
dset-camcan	sub-CC520253	accepted	1
dset-camcan	sub-CC520253	rejected	9
dset-camcan	sub-CC520253	ignored	6
dset-camcan	sub-CC520254	accepted	3
dset-camcan	sub-CC520254	rejected	8
dset-camcan	sub-CC520254	ignored	8
dset-camcan	sub-CC520279	accepted	10
dset-camcan	sub-CC520279	rejected	14
dset-camcan	sub-CC520279	ignored	1
dset-camcan	sub-CC520287	accepted	8
dset-camcan	sub-CC520287	rejected	21
dset-camcan	sub-CC520287	ignored	0
dset-camcan	sub-CC520377	accepted	3
dset-camcan	sub-CC520377	rejected	8
dset-camcan	sub-CC520377	ignored	2
dset-camcan	sub-CC520390	accepted	5
dset-camcan	sub-CC520390	rejected	2
dset-camcan	sub-CC520390	ignored	3
dset-camcan	sub-CC520391	accepted	5
dset-camcan	sub-CC520391	rejected	7
dset-camcan	sub-CC520391	ignored	0
dset-camcan	sub-CC520395	accepted	10
dset-camcan	sub-CC520395	rejected	14
dset-camcan	sub-CC520395	ignored	1
dset-camcan	sub-CC520398	accepted	9
dset-camcan	sub-CC520398	rejected	17
dset-camcan	sub-CC520398	ignored	1
dset-camcan	sub-CC520424	accepted	7
dset-camcan	sub-CC520424	rejected	6
dset-camcan	sub-CC520424	ignored	1
dset-camcan	sub-CC520477	accepted	16
dset-camcan	sub-CC520477	rejected	13
dset-camcan	sub-CC520477	ignored	1
dset-camcan	sub-CC520480	accepted	5
dset-camcan	sub-CC520480	rejected	11
dset-camcan	sub-CC520480	ignored	0
dset-camcan	sub-CC520503	accepted	4
dset-camcan	sub-CC520503	rejected	6
dset-camcan	sub-CC520503	ignored	1
dset-camcan	sub-CC520517	accepted	3
dset-camcan	sub-CC520517	rejected	10
dset-camcan	sub-CC520517	ignored	0
dset-camcan	sub-CC520552	accepted	3
dset-camcan	sub-CC520552	rejected	13
dset-camcan	sub-CC520552	ignored	3
dset-camcan	sub-CC520560	accepted	6
dset-camcan	sub-CC520560	rejected	8
dset-camcan	sub-CC520560	ignored	3
dset-camcan	sub-CC520562	accepted	3
dset-camcan	sub-CC520562	rejected	8
dset-camcan	sub-CC520562	ignored	0
dset-camcan	sub-CC520584	accepted	0
dset-camcan	sub-CC520584	rejected	5
dset-camcan	sub-CC520584	ignored	7
dset-camcan	sub-CC520585	accepted	6
dset-camcan	sub-CC520585	rejected	2
dset-camcan	sub-CC520585	ignored	2
dset-camcan	sub-CC520597	accepted	2
dset-camcan	sub-CC520597	rejected	9
dset-camcan	sub-CC520597	ignored	0
dset-camcan	sub-CC520607	accepted	6
dset-camcan	sub-CC520607	rejected	7
dset-camcan	sub-CC520607	ignored	0
dset-camcan	sub-CC520624	accepted	3
dset-camcan	sub-CC520624	rejected	5
dset-camcan	sub-CC520624	ignored	1
dset-camcan	sub-CC520673	accepted	2
dset-camcan	sub-CC520673	rejected	18
dset-camcan	sub-CC520673	ignored	5
dset-camcan	sub-CC520745	accepted	2
dset-camcan	sub-CC520745	rejected	6
dset-camcan	sub-CC520745	ignored	3
dset-camcan	sub-CC520775	accepted	16
dset-camcan	sub-CC520775	rejected	9
dset-camcan	sub-CC520775	ignored	1
dset-camcan	sub-CC520868	accepted	7
dset-camcan	sub-CC520868	rejected	10
dset-camcan	sub-CC520868	ignored	1
dset-camcan	sub-CC520980	accepted	19
dset-camcan	sub-CC520980	rejected	17
dset-camcan	sub-CC520980	ignored	1
dset-camcan	sub-CC521040	accepted	2
dset-camcan	sub-CC521040	rejected	6
dset-camcan	sub-CC521040	ignored	4
dset-camcan	sub-CC610022	accepted	19
dset-camcan	sub-CC610022	rejected	9
dset-camcan	sub-CC610022	ignored	1
dset-camcan	sub-CC610028	accepted	3
dset-camcan	sub-CC610028	rejected	9
dset-camcan	sub-CC610028	ignored	1
dset-camcan	sub-CC610039	accepted	3
dset-camcan	sub-CC610039	rejected	6
dset-camcan	sub-CC610039	ignored	0
dset-camcan	sub-CC610040	accepted	2
dset-camcan	sub-CC610040	rejected	8
dset-camcan	sub-CC610040	ignored	2
dset-camcan	sub-CC610046	accepted	5
dset-camcan	sub-CC610046	rejected	10
dset-camcan	sub-CC610046	ignored	0
dset-camcan	sub-CC610051	accepted	0
dset-camcan	sub-CC610051	rejected	4
dset-camcan	sub-CC610051	ignored	5
dset-camcan	sub-CC610052	accepted	19
dset-camcan	sub-CC610052	rejected	17
dset-camcan	sub-CC610052	ignored	0
dset-camcan	sub-CC610058	accepted	4
dset-camcan	sub-CC610058	rejected	11
dset-camcan	sub-CC610058	ignored	2
dset-camcan	sub-CC610071	accepted	7
dset-camcan	sub-CC610071	rejected	6
dset-camcan	sub-CC610071	ignored	3
dset-camcan	sub-CC610076	accepted	5
dset-camcan	sub-CC610076	rejected	14
dset-camcan	sub-CC610076	ignored	0
dset-camcan	sub-CC610099	accepted	3
dset-camcan	sub-CC610099	rejected	7
dset-camcan	sub-CC610099	ignored	1
dset-camcan	sub-CC610101	accepted	13
dset-camcan	sub-CC610101	rejected	19
dset-camcan	sub-CC610101	ignored	2
dset-camcan	sub-CC610146	accepted	4
dset-camcan	sub-CC610146	rejected	5
dset-camcan	sub-CC610146	ignored	1
dset-camcan	sub-CC610178	accepted	8
dset-camcan	sub-CC610178	rejected	14
dset-camcan	sub-CC610178	ignored	0
dset-camcan	sub-CC610210	accepted	6
dset-camcan	sub-CC610210	rejected	6
dset-camcan	sub-CC610210	ignored	0
dset-camcan	sub-CC610212	accepted	1
dset-camcan	sub-CC610212	rejected	6
dset-camcan	sub-CC610212	ignored	5
dset-camcan	sub-CC610227	accepted	2
dset-camcan	sub-CC610227	rejected	7
dset-camcan	sub-CC610227	ignored	1
dset-camcan	sub-CC610285	accepted	6
dset-camcan	sub-CC610285	rejected	24
dset-camcan	sub-CC610285	ignored	1
dset-camcan	sub-CC610288	accepted	8
dset-camcan	sub-CC610288	rejected	15
dset-camcan	sub-CC610288	ignored	2
dset-camcan	sub-CC610292	accepted	5
dset-camcan	sub-CC610292	rejected	17
dset-camcan	sub-CC610292	ignored	0
dset-camcan	sub-CC610308	accepted	15
dset-camcan	sub-CC610308	rejected	19
dset-camcan	sub-CC610308	ignored	1
dset-camcan	sub-CC610344	accepted	3
dset-camcan	sub-CC610344	rejected	5
dset-camcan	sub-CC610344	ignored	1
dset-camcan	sub-CC610372	accepted	18
dset-camcan	sub-CC610372	rejected	6
dset-camcan	sub-CC610372	ignored	0
dset-camcan	sub-CC610392	accepted	3
dset-camcan	sub-CC610392	rejected	7
dset-camcan	sub-CC610392	ignored	3
dset-camcan	sub-CC610405	accepted	5
dset-camcan	sub-CC610405	rejected	5
dset-camcan	sub-CC610405	ignored	1
dset-camcan	sub-CC610462	accepted	14
dset-camcan	sub-CC610462	rejected	15
dset-camcan	sub-CC610462	ignored	1
dset-camcan	sub-CC610469	accepted	8
dset-camcan	sub-CC610469	rejected	9
dset-camcan	sub-CC610469	ignored	4
dset-camcan	sub-CC610496	accepted	21
dset-camcan	sub-CC610496	rejected	15
dset-camcan	sub-CC610496	ignored	0
dset-camcan	sub-CC610508	accepted	9
dset-camcan	sub-CC610508	rejected	5
dset-camcan	sub-CC610508	ignored	1
dset-camcan	sub-CC610568	accepted	3
dset-camcan	sub-CC610568	rejected	6
dset-camcan	sub-CC610568	ignored	7
dset-camcan	sub-CC610575	accepted	11
dset-camcan	sub-CC610575	rejected	9
dset-camcan	sub-CC610575	ignored	0
dset-camcan	sub-CC610576	accepted	3
dset-camcan	sub-CC610576	rejected	4
dset-camcan	sub-CC610576	ignored	4
dset-camcan	sub-CC610594	accepted	3
dset-camcan	sub-CC610594	rejected	12
dset-camcan	sub-CC610594	ignored	0
dset-camcan	sub-CC610614	accepted	4
dset-camcan	sub-CC610614	rejected	8
dset-camcan	sub-CC610614	ignored	2
dset-camcan	sub-CC610625	accepted	17
dset-camcan	sub-CC610625	rejected	9
dset-camcan	sub-CC610625	ignored	1
dset-camcan	sub-CC610631	accepted	5
dset-camcan	sub-CC610631	rejected	11
dset-camcan	sub-CC610631	ignored	1
dset-camcan	sub-CC610653	accepted	11
dset-camcan	sub-CC610653	rejected	16
dset-camcan	sub-CC610653	ignored	3
dset-camcan	sub-CC610671	accepted	9
dset-camcan	sub-CC610671	rejected	27
dset-camcan	sub-CC610671	ignored	0
dset-camcan	sub-CC620005	accepted	7
dset-camcan	sub-CC620005	rejected	10
dset-camcan	sub-CC620005	ignored	1
dset-camcan	sub-CC620044	accepted	3
dset-camcan	sub-CC620044	rejected	9
dset-camcan	sub-CC620044	ignored	2
dset-camcan	sub-CC620073	accepted	0
dset-camcan	sub-CC620073	rejected	5
dset-camcan	sub-CC620073	ignored	6
dset-camcan	sub-CC620085	accepted	6
dset-camcan	sub-CC620085	rejected	11
dset-camcan	sub-CC620085	ignored	0
dset-camcan	sub-CC620090	accepted	4
dset-camcan	sub-CC620090	rejected	3
dset-camcan	sub-CC620090	ignored	8
dset-camcan	sub-CC620106	accepted	3
dset-camcan	sub-CC620106	rejected	9
dset-camcan	sub-CC620106	ignored	1
dset-camcan	sub-CC620114	accepted	7
dset-camcan	sub-CC620114	rejected	7
dset-camcan	sub-CC620114	ignored	0
dset-camcan	sub-CC620118	accepted	7
dset-camcan	sub-CC620118	rejected	5
dset-camcan	sub-CC620118	ignored	2
dset-camcan	sub-CC620121	accepted	17
dset-camcan	sub-CC620121	rejected	8
dset-camcan	sub-CC620121	ignored	1
dset-camcan	sub-CC620129	accepted	4
dset-camcan	sub-CC620129	rejected	4
dset-camcan	sub-CC620129	ignored	1
dset-camcan	sub-CC620152	accepted	9
dset-camcan	sub-CC620152	rejected	5
dset-camcan	sub-CC620152	ignored	3
dset-camcan	sub-CC620164	accepted	2
dset-camcan	sub-CC620164	rejected	11
dset-camcan	sub-CC620164	ignored	2
dset-camcan	sub-CC620193	accepted	4
dset-camcan	sub-CC620193	rejected	8
dset-camcan	sub-CC620193	ignored	0
dset-camcan	sub-CC620259	accepted	3
dset-camcan	sub-CC620259	rejected	12
dset-camcan	sub-CC620259	ignored	4
dset-camcan	sub-CC620262	accepted	3
dset-camcan	sub-CC620262	rejected	6
dset-camcan	sub-CC620262	ignored	3
dset-camcan	sub-CC620264	accepted	12
dset-camcan	sub-CC620264	rejected	12
dset-camcan	sub-CC620264	ignored	3
dset-camcan	sub-CC620279	accepted	3
dset-camcan	sub-CC620279	rejected	7
dset-camcan	sub-CC620279	ignored	0
dset-camcan	sub-CC620284	accepted	10
dset-camcan	sub-CC620284	rejected	14
dset-camcan	sub-CC620284	ignored	0
dset-camcan	sub-CC620314	accepted	2
dset-camcan	sub-CC620314	rejected	7
dset-camcan	sub-CC620314	ignored	10
dset-camcan	sub-CC620354	accepted	10
dset-camcan	sub-CC620354	rejected	3
dset-camcan	sub-CC620354	ignored	1
dset-camcan	sub-CC620359	accepted	2
dset-camcan	sub-CC620359	rejected	14
dset-camcan	sub-CC620359	ignored	5
dset-camcan	sub-CC620405	accepted	0
dset-camcan	sub-CC620405	rejected	3
dset-camcan	sub-CC620405	ignored	5
dset-camcan	sub-CC620406	accepted	4
dset-camcan	sub-CC620406	rejected	5
dset-camcan	sub-CC620406	ignored	8
dset-camcan	sub-CC620413	accepted	15
dset-camcan	sub-CC620413	rejected	14
dset-camcan	sub-CC620413	ignored	1
dset-camcan	sub-CC620429	accepted	2
dset-camcan	sub-CC620429	rejected	7
dset-camcan	sub-CC620429	ignored	4
dset-camcan	sub-CC620436	accepted	13
dset-camcan	sub-CC620436	rejected	18
dset-camcan	sub-CC620436	ignored	0
dset-camcan	sub-CC620444	accepted	4
dset-camcan	sub-CC620444	rejected	8
dset-camcan	sub-CC620444	ignored	5
dset-camcan	sub-CC620451	accepted	14
dset-camcan	sub-CC620451	rejected	11
dset-camcan	sub-CC620451	ignored	0
dset-camcan	sub-CC620454	accepted	11
dset-camcan	sub-CC620454	rejected	27
dset-camcan	sub-CC620454	ignored	1
dset-camcan	sub-CC620466	accepted	4
dset-camcan	sub-CC620466	rejected	9
dset-camcan	sub-CC620466	ignored	0
dset-camcan	sub-CC620479	accepted	4
dset-camcan	sub-CC620479	rejected	6
dset-camcan	sub-CC620479	ignored	1
dset-camcan	sub-CC620490	accepted	6
dset-camcan	sub-CC620490	rejected	12
dset-camcan	sub-CC620490	ignored	1
dset-camcan	sub-CC620496	accepted	12
dset-camcan	sub-CC620496	rejected	11
dset-camcan	sub-CC620496	ignored	0
dset-camcan	sub-CC620499	accepted	6
dset-camcan	sub-CC620499	rejected	8
dset-camcan	sub-CC620499	ignored	0
dset-camcan	sub-CC620515	accepted	0
dset-camcan	sub-CC620515	rejected	1
dset-camcan	sub-CC620515	ignored	12
dset-camcan	sub-CC620518	accepted	12
dset-camcan	sub-CC620518	rejected	6
dset-camcan	sub-CC620518	ignored	0
dset-camcan	sub-CC620526	accepted	3
dset-camcan	sub-CC620526	rejected	6
dset-camcan	sub-CC620526	ignored	1
dset-camcan	sub-CC620549	accepted	4
dset-camcan	sub-CC620549	rejected	6
dset-camcan	sub-CC620549	ignored	2
dset-camcan	sub-CC620557	accepted	2
dset-camcan	sub-CC620557	rejected	8
dset-camcan	sub-CC620557	ignored	4
dset-camcan	sub-CC620560	accepted	3
dset-camcan	sub-CC620560	rejected	10
dset-camcan	sub-CC620560	ignored	0
dset-camcan	sub-CC620567	accepted	18
dset-camcan	sub-CC620567	rejected	11
dset-camcan	sub-CC620567	ignored	0
dset-camcan	sub-CC620572	accepted	2
dset-camcan	sub-CC620572	rejected	8
dset-camcan	sub-CC620572	ignored	3
dset-camcan	sub-CC620592	accepted	17
dset-camcan	sub-CC620592	rejected	6
dset-camcan	sub-CC620592	ignored	0
dset-camcan	sub-CC620610	accepted	6
dset-camcan	sub-CC620610	rejected	9
dset-camcan	sub-CC620610	ignored	1
dset-camcan	sub-CC620619	accepted	12
dset-camcan	sub-CC620619	rejected	17
dset-camcan	sub-CC620619	ignored	0
dset-camcan	sub-CC620659	accepted	18
dset-camcan	sub-CC620659	rejected	9
dset-camcan	sub-CC620659	ignored	0
dset-camcan	sub-CC620685	accepted	2
dset-camcan	sub-CC620685	rejected	10
dset-camcan	sub-CC620685	ignored	6
dset-camcan	sub-CC620720	accepted	2
dset-camcan	sub-CC620720	rejected	7
dset-camcan	sub-CC620720	ignored	12
dset-camcan	sub-CC620785	accepted	5
dset-camcan	sub-CC620785	rejected	3
dset-camcan	sub-CC620785	ignored	3
dset-camcan	sub-CC620793	accepted	7
dset-camcan	sub-CC620793	rejected	23
dset-camcan	sub-CC620793	ignored	0
dset-camcan	sub-CC620821	accepted	14
dset-camcan	sub-CC620821	rejected	29
dset-camcan	sub-CC620821	ignored	0
dset-camcan	sub-CC620885	accepted	21
dset-camcan	sub-CC620885	rejected	17
dset-camcan	sub-CC620885	ignored	0
dset-camcan	sub-CC620919	accepted	13
dset-camcan	sub-CC620919	rejected	13
dset-camcan	sub-CC620919	ignored	0
dset-camcan	sub-CC620935	accepted	4
dset-camcan	sub-CC620935	rejected	5
dset-camcan	sub-CC620935	ignored	1
dset-camcan	sub-CC621011	accepted	9
dset-camcan	sub-CC621011	rejected	9
dset-camcan	sub-CC621011	ignored	0
dset-camcan	sub-CC621080	accepted	2
dset-camcan	sub-CC621080	rejected	8
dset-camcan	sub-CC621080	ignored	2
dset-camcan	sub-CC621118	accepted	3
dset-camcan	sub-CC621118	rejected	14
dset-camcan	sub-CC621118	ignored	10
dset-camcan	sub-CC621128	accepted	5
dset-camcan	sub-CC621128	rejected	7
dset-camcan	sub-CC621128	ignored	2
dset-camcan	sub-CC621184	accepted	9
dset-camcan	sub-CC621184	rejected	15
dset-camcan	sub-CC621184	ignored	2
dset-camcan	sub-CC621199	accepted	8
dset-camcan	sub-CC621199	rejected	15
dset-camcan	sub-CC621199	ignored	2
dset-camcan	sub-CC621248	accepted	4
dset-camcan	sub-CC621248	rejected	7
dset-camcan	sub-CC621248	ignored	0
dset-camcan	sub-CC621284	accepted	3
dset-camcan	sub-CC621284	rejected	12
dset-camcan	sub-CC621284	ignored	7
dset-camcan	sub-CC621642	accepted	3
dset-camcan	sub-CC621642	rejected	2
dset-camcan	sub-CC621642	ignored	9
dset-camcan	sub-CC710037	accepted	11
dset-camcan	sub-CC710037	rejected	9
dset-camcan	sub-CC710037	ignored	0
dset-camcan	sub-CC710088	accepted	4
dset-camcan	sub-CC710088	rejected	9
dset-camcan	sub-CC710088	ignored	0
dset-camcan	sub-CC710099	accepted	5
dset-camcan	sub-CC710099	rejected	8
dset-camcan	sub-CC710099	ignored	6
dset-camcan	sub-CC710131	accepted	15
dset-camcan	sub-CC710131	rejected	13
dset-camcan	sub-CC710131	ignored	0
dset-camcan	sub-CC710154	accepted	15
dset-camcan	sub-CC710154	rejected	7
dset-camcan	sub-CC710154	ignored	1
dset-camcan	sub-CC710176	accepted	8
dset-camcan	sub-CC710176	rejected	7
dset-camcan	sub-CC710176	ignored	0
dset-camcan	sub-CC710313	accepted	5
dset-camcan	sub-CC710313	rejected	6
dset-camcan	sub-CC710313	ignored	1
dset-camcan	sub-CC710342	accepted	12
dset-camcan	sub-CC710342	rejected	9
dset-camcan	sub-CC710342	ignored	0
dset-camcan	sub-CC710350	accepted	9
dset-camcan	sub-CC710350	rejected	10
dset-camcan	sub-CC710350	ignored	0
dset-camcan	sub-CC710382	accepted	4
dset-camcan	sub-CC710382	rejected	6
dset-camcan	sub-CC710382	ignored	2
dset-camcan	sub-CC710416	accepted	5
dset-camcan	sub-CC710416	rejected	16
dset-camcan	sub-CC710416	ignored	4
dset-camcan	sub-CC710429	accepted	8
dset-camcan	sub-CC710429	rejected	17
dset-camcan	sub-CC710429	ignored	0
dset-camcan	sub-CC710446	accepted	4
dset-camcan	sub-CC710446	rejected	9
dset-camcan	sub-CC710446	ignored	5
dset-camcan	sub-CC710462	accepted	13
dset-camcan	sub-CC710462	rejected	7
dset-camcan	sub-CC710462	ignored	0
dset-camcan	sub-CC710486	accepted	3
dset-camcan	sub-CC710486	rejected	7
dset-camcan	sub-CC710486	ignored	5
dset-camcan	sub-CC710494	accepted	17
dset-camcan	sub-CC710494	rejected	18
dset-camcan	sub-CC710494	ignored	0
dset-camcan	sub-CC710518	accepted	6
dset-camcan	sub-CC710518	rejected	6
dset-camcan	sub-CC710518	ignored	3
dset-camcan	sub-CC710548	accepted	12
dset-camcan	sub-CC710548	rejected	7
dset-camcan	sub-CC710548	ignored	1
dset-camcan	sub-CC710551	accepted	13
dset-camcan	sub-CC710551	rejected	11
dset-camcan	sub-CC710551	ignored	0
dset-camcan	sub-CC710566	accepted	11
dset-camcan	sub-CC710566	rejected	16
dset-camcan	sub-CC710566	ignored	1
dset-camcan	sub-CC710591	accepted	5
dset-camcan	sub-CC710591	rejected	5
dset-camcan	sub-CC710591	ignored	1
dset-camcan	sub-CC710664	accepted	9
dset-camcan	sub-CC710664	rejected	20
dset-camcan	sub-CC710664	ignored	2
dset-camcan	sub-CC710679	accepted	12
dset-camcan	sub-CC710679	rejected	27
dset-camcan	sub-CC710679	ignored	0
dset-camcan	sub-CC710858	accepted	15
dset-camcan	sub-CC710858	rejected	19
dset-camcan	sub-CC710858	ignored	0
dset-camcan	sub-CC710982	accepted	5
dset-camcan	sub-CC710982	rejected	8
dset-camcan	sub-CC710982	ignored	0
dset-camcan	sub-CC711027	accepted	22
dset-camcan	sub-CC711027	rejected	15
dset-camcan	sub-CC711027	ignored	0
dset-camcan	sub-CC711035	accepted	4
dset-camcan	sub-CC711035	rejected	5
dset-camcan	sub-CC711035	ignored	6
dset-camcan	sub-CC711128	accepted	1
dset-camcan	sub-CC711128	rejected	9
dset-camcan	sub-CC711128	ignored	9
dset-camcan	sub-CC711158	accepted	10
dset-camcan	sub-CC711158	rejected	12
dset-camcan	sub-CC711158	ignored	0
dset-camcan	sub-CC711244	accepted	12
dset-camcan	sub-CC711244	rejected	5
dset-camcan	sub-CC711244	ignored	0
dset-camcan	sub-CC711245	accepted	10
dset-camcan	sub-CC711245	rejected	9
dset-camcan	sub-CC711245	ignored	1
dset-camcan	sub-CC712027	accepted	7
dset-camcan	sub-CC712027	rejected	15
dset-camcan	sub-CC712027	ignored	10
dset-camcan	sub-CC720023	accepted	13
dset-camcan	sub-CC720023	rejected	8
dset-camcan	sub-CC720023	ignored	1
dset-camcan	sub-CC720071	accepted	12
dset-camcan	sub-CC720071	rejected	8
dset-camcan	sub-CC720071	ignored	1
dset-camcan	sub-CC720103	accepted	4
dset-camcan	sub-CC720103	rejected	13
dset-camcan	sub-CC720103	ignored	4
dset-camcan	sub-CC720119	accepted	6
dset-camcan	sub-CC720119	rejected	10
dset-camcan	sub-CC720119	ignored	7
dset-camcan	sub-CC720180	accepted	3
dset-camcan	sub-CC720180	rejected	6
dset-camcan	sub-CC720180	ignored	8
dset-camcan	sub-CC720188	accepted	6
dset-camcan	sub-CC720188	rejected	8
dset-camcan	sub-CC720188	ignored	0
dset-camcan	sub-CC720238	accepted	5
dset-camcan	sub-CC720238	rejected	12
dset-camcan	sub-CC720238	ignored	5
dset-camcan	sub-CC720290	accepted	18
dset-camcan	sub-CC720290	rejected	22
dset-camcan	sub-CC720290	ignored	0
dset-camcan	sub-CC720304	accepted	5
dset-camcan	sub-CC720304	rejected	7
dset-camcan	sub-CC720304	ignored	0
dset-camcan	sub-CC720329	accepted	9
dset-camcan	sub-CC720329	rejected	11
dset-camcan	sub-CC720329	ignored	0
dset-camcan	sub-CC720358	accepted	6
dset-camcan	sub-CC720358	rejected	16
